order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,delivery_time,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,status
baa60bd5c28b34fbce8e0ceb1e43e154,1,7f1a77bec0639e473392e91a504272a5,48436dade18ac8b2bce089ec2a041202,2017-06-08 09:50:12,55.9,13.27,cool_stuff,57.0,605.0,4.0,575.0,30.0,11.0,17.0,8fd0f22cca078db07247ba138cdd1ab7,delivered,2017-06-02 09:40:36,2017-06-02 09:50:12,2017-06-07 13:09:08,2017-06-08 14:42:15,2017-06-23,6.0,d661703d12e9503bc9b4606455954677,23097,rio de janeiro,RJ,Active
c4c643aeb02923c77740ba7cd42005bb,2,ecd5590150f090ae992fb88204802235,8f119a0aee85c0c8fc534629734e94fd,2018-05-29 13:54:31,24.99,7.39,eletroportateis,53.0,826.0,3.0,100.0,21.0,6.0,14.0,23b3d991e218333de2eef7afab2147db,delivered,2018-05-22 13:33:51,2018-05-22 13:54:31,2018-05-28 14:04:00,2018-05-29 17:04:23,2018-06-05,7.0,92181c7ab9eae9f4879cb1f6a1bcfcba,3237,sao paulo,SP,Active
a1807de46dfccdc857a541ba48307747,1,2da442c298a7943c6787953d7f42b911,b2479f944e1b90cf8a5de1bbfde284d6,2018-04-10 21:10:14,42.99,22.93,cama_mesa_banho,53.0,688.0,1.0,1133.0,28.0,6.0,20.0,77378e668a3ff1ff6ad738902365eedb,delivered,2018-04-04 21:00:39,2018-04-04 21:10:14,2018-04-06 22:36:41,2018-04-28 16:40:45,2018-04-24,24.0,577c5a14cc11838cb0da2b1bba90bc0e,72602,brasilia,DF,Active
10bedcbb416f0f53e5791b3f61807625,1,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,2017-07-20 14:50:17,89.9,12.13,cama_mesa_banho,54.0,245.0,1.0,1383.0,50.0,10.0,40.0,24c40b316f28ac7b0a7fa59e21e6b52b,delivered,2017-07-14 14:48:35,2017-07-15 14:50:17,2017-07-20 17:42:13,2017-07-28 22:51:41,2017-08-03,14.0,336fbe323de0c0baffb8e80f3f5257a7,18706,avare,SP,Active
6d04c19bc701d2f56dcc0a92e929de0c,1,52b1c0366d4346d02fe4ca6e7c88e32e,c3867b4666c7d76867627c2f7fb22e21,2017-10-18 14:28:55,66.0,12.8,esporte_lazer,50.0,1132.0,1.0,1000.0,21.0,26.0,21.0,de00c2f2f474d7fbf7368950077551f3,delivered,2017-10-10 13:09:55,2017-10-10 13:28:55,2017-10-13 18:00:07,2017-10-18 19:13:30,2017-10-30,8.0,88cea4ddfee5a1a14ba80f48ebc64915,13044,campinas,SP,Active
3a203dae3518150da6b12031076d6cff,1,adafff46869180550d3c4741c60841f2,3db66a856d18a9cba7c9241fc5221c50,2017-05-12 13:25:28,399.9,29.27,automotivo,55.0,655.0,5.0,2400.0,30.0,28.0,30.0,220634de361280bbddac4dc3feb47d21,delivered,2017-04-27 12:51:37,2017-04-27 13:25:28,2017-05-03 12:42:34,2017-05-22 14:04:45,2017-06-22,25.0,2a6acf3cb8bdeafa065e144d2d7e7686,65810,alto parnaiba,MA,Active
27587cc5a5f975239e49460102252868,1,0521fe3eb04940304b489d0fb49a37dd,e99e927c81e3f51739c94fcdfca9f10f,2017-12-07 09:55:46,99.98,21.19,ferramentas_jardim,58.0,686.0,1.0,1450.0,90.0,6.0,18.0,2b37acd5f8df4d3e14df1c3d75b8884d,delivered,2017-12-01 09:38:42,2017-12-01 11:31:37,2017-12-01 23:48:38,2017-12-28 15:28:28,2017-12-28,27.0,6594a65023bcb47539aa91b0f8e98e00,24220,niteroi,RJ,Active
caadb6f85ad7ef6bc72a66e1724c1313,1,3fbc0ef745950c7932d5f2a446189725,06a2c3af7b3aee5d69171b0e14f0ee87,2018-05-16 18:18:13,64.99,15.61,beleza_saude,50.0,1257.0,1.0,350.0,19.0,12.0,13.0,2084c4ddba426d6a80f9d9649146f310,delivered,2018-05-10 17:54:19,2018-05-10 18:18:13,2018-05-22 05:51:00,2018-06-14 20:59:38,2018-06-07,35.0,6520a1a8bce100de25c96abc04cfbdb1,29102,vila velha,ES,Active
3edfecc4a611653ebb70ad242db1aa56,1,fdd06e4d9669d1f11992a3973a0fdd7b,a5cba26a62b8b4d0145b68b841e62e7f,2018-08-20 19:23:52,239.9,68.82,beleza_saude,36.0,654.0,1.0,1400.0,31.0,21.0,31.0,73013cc9fa18f10267f2221fff4a936d,delivered,2018-08-15 19:06:31,2018-08-15 19:23:52,2018-08-21 09:37:00,2018-08-28 15:06:53,2018-09-18,13.0,2119a2791dbe7153654dced771ce25e7,55660,bezerros,PE,Active
b247533037f372225bee2cfa5793d75f,1,ebec0feb5e83056683c5ae11d39c3f11,a90a5da8b09e44264a177c0374a5ac87,2017-02-28 14:53:58,29.9,29.04,telefonia,58.0,285.0,1.0,200.0,30.0,5.0,12.0,f729b7c28ff81599a20cea19508fe61f,delivered,2017-02-23 14:53:58,2017-02-23 15:05:10,2017-02-24 15:20:38,2017-03-06 09:34:56,2017-03-21,11.0,a4a4ec2c68565e8d9815ff6e1cc13c8e,94450,viamao,RS,Active
219f8f81c1e54b614ed44df445a563f2,1,13797c377f05e2e9698a6a46c9098639,e5a3438891c0bfdb9394643f95273d8e,2017-11-03 02:50:39,20.3,8.11,fashion_bolsas_e_acessorios,55.0,731.0,1.0,200.0,16.0,2.0,20.0,faa192d11e50270ee798ec110da044f4,delivered,2017-10-27 16:50:11,2017-10-28 02:50:39,2017-10-31 16:41:53,2017-11-01 23:33:28,2017-11-09,5.0,3a92e5f77889c2ad9b099ded326d58db,12919,braganca paulista,SP,Active
5ce67f8655ea16aca378fdb87e3a8665,1,fb6782985a98aa8a59238f58239f6f1e,955fee9216a65b617aa5c0531780ce60,2018-03-08 01:20:32,79.99,13.11,informatica_acessorios,55.0,1400.0,7.0,2500.0,50.0,10.0,40.0,a7f2c8702670c3daa643060f32eba202,delivered,2018-03-02 00:29:29,2018-03-02 01:20:32,2018-03-02 22:14:52,2018-03-07 17:46:09,2018-03-14,6.0,c812a2ea1caf53d43442b425b8e6047b,4257,sao paulo,SP,Active
da8e92c95f6211d869cc1ed980065ed0,1,2604055d4992311bc72b115b6d5adda9,440dd6ab244315c632130ecfb63827b1,2018-05-07 03:15:38,227.0,44.17,esporte_lazer,60.0,1971.0,3.0,1600.0,80.0,20.0,25.0,b3d7539a250e20ae9c55ce217deb3fda,delivered,2018-04-30 21:09:25,2018-05-01 03:15:38,2018-05-04 14:16:00,2018-05-10 10:18:31,2018-05-30,10.0,ad25c8b3c259a4e5f2d635207cc0a8e8,95745,capela de santana,RS,Active
1a076ebf5225e2c21de6fad7c324ddec,2,2e34ed2b95d40201c3ca372ec80db75a,a5bff0f43eb51f0cad7c37fac7244c8a,2017-03-14 19:20:28,89.0,24.62,ferramentas_jardim,43.0,1066.0,2.0,500.0,33.0,10.0,18.0,8b9da83aab7e0dd9a053a6c11aead43a,delivered,2017-03-08 19:20:28,2017-03-08 19:20:28,2017-03-14 09:04:13,2017-03-23 18:06:19,2017-04-10,15.0,e98d0dfdf6fbd7719f1f6e7439316ece,51020,recife,PE,Active
9eaeb9a3ef1fbb54f2c06d5ea38dd919,1,7d1a667dbc183583078324f912d42c6b,2089a6d640999f9b9141ac719b2af596,2018-02-26 22:08:42,112.0,12.28,esporte_lazer,43.0,2420.0,1.0,150.0,16.0,6.0,11.0,56d361be1eb9434e60410e456a56a559,delivered,2018-02-08 22:51:59,2018-02-08 23:08:42,2018-02-26 20:36:31,2018-03-01 22:29:00,2018-03-19,21.0,feccaf856b7f457beb24494f956a7d7e,3064,sao paulo,SP,Active
5766618ba4b6f3761f15ffb639a89aac,1,ef0e165d773ec293c5aeb5470a08b183,7ddcbb64b5bc1ef36ca8c151f6ec77df,2017-12-28 13:49:56,169.99,13.74,cool_stuff,57.0,1620.0,1.0,2250.0,16.0,40.0,16.0,0b4442cad8eab4b19f6f4bd2132846a0,delivered,2017-12-21 11:35:22,2017-12-21 13:49:56,2017-12-22 17:52:07,2017-12-29 20:47:22,2018-01-10,8.0,ba8b8d51fcd882a56bc0a5871717d76c,7180,guarulhos,SP,Active
3b477558dd43ca0e069be6c79321aa26,1,9ce4603565c839785b24a7e95e28f4eb,59fb871bf6f4522a87ba567b42dafecf,2017-05-12 13:02:50,119.99,13.18,cool_stuff,40.0,1516.0,2.0,800.0,22.0,15.0,27.0,73e9ca3feda9327182d698425804e4cd,invoiced,2017-05-08 12:04:22,2017-05-08 13:02:50,2018-01-26 15:41:59,2018-02-10 00:32:32,2017-05-29,278.0,1a4028a275a61303ff0de4f1aad83f64,13304,itu,SP,Active
5ca72127d08b3d3f738b04a1bf46b5e0,1,fe84c88069760acf0d69497293c74f25,2a84855fd20af891be03bc5924d2b453,2018-03-26 03:48:32,19.9,22.06,papelaria,51.0,755.0,2.0,250.0,16.0,5.0,25.0,d508985b37a06e28c58fc87836215f4e,delivered,2018-03-17 16:57:38,2018-03-20 03:48:32,2018-03-22 21:24:41,2018-03-27 20:54:52,2018-04-10,10.0,26bd7ff72019d963bdbc6c092f81d3ee,85902,toledo,PR,Active
bfaefe509209a9477bd599fb0658f4ec,1,719b8a11c153b5a391bd4cd11f0dc273,39d54ff918774174706fb065d7f9dc07,2018-03-08 15:55:35,25.0,16.11,automotivo,33.0,542.0,1.0,750.0,16.0,21.0,16.0,0cbc00da55924e1b714a2884440e8026,delivered,2018-03-02 13:55:22,2018-03-02 15:55:35,2018-03-06 17:08:14,2018-03-27 14:53:34,2018-03-23,25.0,fe8d4a61937a1fae6bf734851f6b4c32,38610,unai,MG,Active
4f7e18a54264d8e4a97a776cfbad2bd5,2,1bfb290d7273a442c874dbe74b4abae6,a7f13822ceb966b076af67121f87b063,2017-05-10 09:15:19,89.96,26.13,moveis_escritorio,19.0,883.0,1.0,10075.0,55.0,64.0,26.0,34cc905dace2e2377b839c6243f36723,delivered,2017-04-28 09:10:33,2017-04-29 09:15:19,2017-05-12 09:20:12,2017-05-20 09:04:11,2017-06-06,22.0,b4f1ff0a8427c0b4124fa53415c204fb,88356,brusque,SC,Active
78b9793627cb45328b53a69cc525fd22,1,715c4b03fc180db258f11f6808749674,abe42c5d03695b4257b5c6cbf4e6784e,2018-05-04 12:30:35,169.0,19.06,beleza_saude,51.0,652.0,3.0,250.0,16.0,25.0,15.0,2ec52dcac1e5ca46634a06ed6fca36a6,delivered,2018-04-27 12:11:47,2018-04-27 12:32:10,2018-04-30 11:23:00,2018-05-04 23:47:50,2018-05-25,7.0,b40a502883cfbd1065c35f9f72b2a3e5,39740,guanhaes,MG,Active
9ea90710803e4139de8c55d6d4f9accb,1,6703d5fc618113f23d9749a7a05d9e3b,14a08204d03bb6b6bde8029f801ae0eb,2018-05-28 12:54:16,60.0,23.0,eletronicos,50.0,897.0,2.0,1850.0,23.0,22.0,13.0,1f4ee0a526add149673b89204cc86155,delivered,2018-05-15 12:47:25,2018-05-16 12:54:16,2018-05-16 14:20:00,2018-05-19 12:48:31,2018-06-11,4.0,5a15fc7bce04e1882484322d3a742591,35160,ipatinga,MG,Active
eb2a4cb05eada646f0b3fecc33a89f7e,1,663d6ef343ce527b3548d6a255f89eb8,6d66611d7c44cc30ce351abc49a68421,2018-07-23 17:45:26,65.9,15.56,instrumentos_musicais,59.0,936.0,3.0,450.0,62.0,9.0,23.0,8510621d67f7ec879641131a2d9b3e28,delivered,2018-07-17 17:32:09,2018-07-17 17:45:26,2018-07-20 10:01:00,2018-07-24 17:12:48,2018-08-02,7.0,746022797b63585f20a286b45510a4b8,30550,belo horizonte,MG,Active
f94b0a3a81bf5b4de22a8c2a90df7263,1,9c8d6227bbe62913ca96217005540fda,ff1e15b778c700abdd4d239b81ac466d,2018-08-23 18:55:19,59.9,14.72,esporte_lazer,35.0,274.0,2.0,500.0,25.0,20.0,20.0,96235f1032b3a83d13cd52f4cae7ef68,delivered,2018-08-21 18:42:15,2018-08-21 18:55:19,2018-08-22 14:30:00,2018-08-27 16:21:23,2018-08-31,6.0,e988d62d7f4cc99ba5c365220d1c17b3,85760,capanema,PR,Active
188f31b5ce7e58114dc03f7d6289f9a4,2,87b77bddc8fa1c1272ec769a5134310c,7299e27ed73d2ad986de7f7c77d919fa,2018-06-19 16:18:19,740.0,77.77,brinquedos,55.0,741.0,2.0,4384.0,39.0,35.0,34.0,61691ca23f39f8e8e2d01afdc2f00e41,delivered,2018-06-15 16:04:04,2018-06-16 16:18:19,2018-06-18 13:09:00,2018-07-08 18:11:06,2018-07-19,23.0,74092b9d4919431b8b4c02fd8569bccd,58037,joao pessoa,PB,Active
fcf235b93f4a81b6f5125059c9793465,3,8ab78b6f871fd72d1ef38097498b70b7,6860153b69cc696d5dcfe1cdaaafcf62,2018-02-13 22:15:28,39.99,41.0,construcao_ferramentas_construcao,59.0,1810.0,1.0,1650.0,16.0,11.0,11.0,8d0ea3ad63466149ea6e250961697eda,delivered,2018-02-07 22:05:17,2018-02-07 22:15:28,2018-02-09 17:31:59,2018-02-28 19:05:12,2018-03-14,21.0,326b8663c90a9035ba7e2797b161ce90,59152,parnamirim,RN,Active
b488cfda1bfd6a90c85b2d21c47231c3,1,0a80523b7c5fcae062ee678d12df2a80,7722b1df1b0e383e000397b2c11e3e19,2017-10-27 12:21:15,24.9,8.72,utilidades_domesticas,29.0,765.0,3.0,700.0,35.0,12.0,28.0,f1b479fcb81a8fe3401269ad9b1819cd,delivered,2017-10-22 12:23:51,2017-10-23 12:21:15,2017-10-24 20:24:54,2017-10-25 16:08:03,2017-11-03,3.0,01a379e7c61f254c6c1bfc842b4d9416,4089,sao paulo,SP,Active
4b2d035932915aa9c2a0d4d84cd6d3b0,1,15c30c08ae39469fbf52befff9569adb,7e93a43ef30c4f03f38b393420bc753a,2018-02-07 19:15:39,179.0,8.51,eletronicos,29.0,247.0,1.0,490.0,18.0,11.0,13.0,09f4eb3d9181512ee7fe4bb6fcb5b1e3,delivered,2018-01-31 19:07:26,2018-02-01 19:37:38,2018-02-02 21:35:17,2018-02-06 17:25:05,2018-02-16,6.0,b07a68d575f329bb71dcbd58e3fb5a16,4760,sao paulo,SP,Active
5fd9fce5ad52aeebd4a05717b2990ca4,1,2ae5ed1d99afbb14a8b24041a81df16b,951e8cef368f09bb3f3d03c00ca4702c,2018-07-05 02:52:34,59.99,14.73,cama_mesa_banho,43.0,324.0,1.0,1450.0,37.0,9.0,30.0,7b644947ddfb4ce44b021b38a86280ae,delivered,2018-06-29 15:50:44,2018-06-30 02:52:34,2018-07-03 14:25:00,2018-07-07 18:56:29,2018-07-19,8.0,57f9ed4c2b3cd84e3906cbd31e19eb8b,8210,sao paulo,SP,Active
9afefeea80a45adfd67f304e735aed05,1,66f375060f3f9a52c5eb7d62f6f65f43,a06c8ff043abea0528ee44171e2140a2,2018-04-12 21:15:19,37.5,15.23,bebes,52.0,533.0,3.0,75.0,16.0,6.0,16.0,152e182124295891034ebacefe99e1f7,delivered,2018-04-08 21:01:27,2018-04-08 21:15:19,2018-04-09 15:27:59,2018-04-17 23:38:27,2018-04-25,9.0,f80780ceace8e496ba51bae3385c50d4,32187,contagem,MG,Active
cc62c4c4dc7f0bef11fd8848aebb5da7,1,2880c8710857e36b294c7b9380b2e6cd,7142540dd4c91e2237acb7e911c4eba2,2017-09-28 18:50:21,69.9,17.74,fashion_calcados,58.0,404.0,2.0,1500.0,25.0,15.0,35.0,dea0282651f3ab3a8621120d97f9bab7,delivered,2017-09-16 18:33:08,2017-09-16 18:50:21,2017-09-22 20:13:49,2017-10-03 16:29:08,2017-10-17,17.0,017c7f75ca30943882f48d5fda81e2df,39915,mata verde,MG,Active
5b5000f42c9f7a3bd25a2199e7f9d943,1,2535db191954746776aa1f51dc1a9651,ca7c6bd577e559472af1c699de9e764e,2018-04-10 14:10:19,18.5,8.29,beleza_saude,43.0,341.0,1.0,350.0,18.0,14.0,15.0,916ba025651123ee5d0e8443e16c6baf,delivered,2018-04-04 13:47:39,2018-04-04 14:10:19,2018-04-05 18:35:35,2018-04-06 15:18:32,2018-04-16,2.0,d34a190fae089f2ab716f4fe20748638,5144,sao paulo,SP,Active
44dd8e3e7650c35a1973a42498626ded,2,a2bf9b2cb260039f2ce6834c4e6a10ea,c8b0e2b0a7095e5d8219575d5e7e1181,2018-07-17 15:24:01,73.99,2.57,automotivo,51.0,147.0,1.0,300.0,20.0,5.0,20.0,f95848fbfa710dd05f1f05d048be3725,delivered,2018-07-13 15:08:43,2018-07-13 15:24:01,2018-07-13 14:36:00,2018-07-16 11:14:27,2018-07-23,3.0,dc6ac849aa384fa44fc33be6201fbd0c,3052,sao paulo,SP,Active
1ad9cd62e34f5b8ebdeb700282f0168c,1,e9c1abcc7126360336d8f56d49041a8c,679769a98cfcc6da877c8486ff1c13f3,2017-04-20 20:42:09,349.0,16.61,beleza_saude,42.0,3902.0,7.0,500.0,22.0,6.0,16.0,337777c42930fdd4a72cad8616a3e36d,delivered,2017-04-14 20:31:38,2017-04-14 20:42:09,2017-04-18 16:34:51,2017-05-08 11:42:55,2017-05-10,24.0,88c72c073b5b6ed940c4decb1b94fea4,9990,diadema,SP,Active
2b109e28d89747fb2ab26a44ef4fe92b,1,3e2f9928d76a2823b17795db853ea780,5d76d80a2f5f39c891b996a1bf4c9853,2018-08-22 12:10:43,257.9,16.91,perfumaria,50.0,922.0,1.0,400.0,18.0,8.0,16.0,9eb8a642c77dc5890eca62602f142e46,delivered,2018-08-18 14:48:50,2018-08-20 12:10:43,2018-08-20 14:20:00,2018-08-24 20:06:41,2018-09-05,6.0,91c2fa1b2d3b2e412eb8815559b2f36f,25921,mage,RJ,Active
4c374f090868ac5a5910f6b1fd383c25,5,5526b1ae9ab2688cf600783cece249df,0b90b6df587eb83608a64ea8b390cf07,2018-04-18 09:09:23,98.44,13.71,informatica_acessorios,49.0,385.0,1.0,200.0,16.0,16.0,16.0,023fafd700dff9fcc64d28e2defe98b9,delivered,2018-04-05 10:40:30,2018-04-06 09:09:23,2018-04-07 01:16:42,2018-04-11 18:19:24,2018-05-04,6.0,06c18dc9dc7a01e3322f4e9245dac0ed,4576,sao paulo,SP,Active
360787554f41824600bdcba9687cd4f0,1,679d1a26cc192f14e7e30ae397f8b089,2a5b78b41cd05baeac8df54c6606b92c,2018-03-29 19:50:29,867.77,23.95,beleza_saude,27.0,1310.0,2.0,350.0,20.0,10.0,15.0,c1474a24d28e0702ff76d03b5fd3bbe6,invoiced,2018-03-23 19:39:46,2018-03-23 19:50:29,2018-05-11 14:10:00,2018-05-17 15:32:41,2018-04-16,55.0,d3fcacda5a49565a7c1b8a6c0e03bb02,4739,sao paulo,SP,Active
04a18000a647d0f0f842ca489dd4a464,2,b7f9e962dba31973edd059ada998d699,903037660cf848a717166eb7a06d616e,2018-03-28 14:48:45,60.0,13.78,moveis_decoracao,31.0,215.0,1.0,1200.0,21.0,28.0,21.0,ec2b17a04abb80772ab4e8949e3dca27,delivered,2018-03-21 14:03:09,2018-03-21 14:48:45,2018-03-22 20:29:37,2018-03-28 21:07:12,2018-04-10,7.0,cddc66766972c6d5da2fdd80fcefe1f0,17700,osvaldo cruz,SP,Active
777e839a3f71170e58385675ce610501,1,ceb25e5f3be12c14a1c69bd9e9e0f67f,7299e27ed73d2ad986de7f7c77d919fa,2018-08-07 18:15:20,79.99,18.66,brinquedos,51.0,1510.0,7.0,318.0,19.0,23.0,18.0,776f08a4e825c406004d9e30e2096d17,delivered,2018-08-05 18:05:07,2018-08-05 18:15:20,2018-08-07 12:54:00,2018-08-14 17:54:42,2018-08-27,9.0,e3d27297e7073784eb43c4ab3f1288fb,11630,ilhabela,SP,Active
15ad076013b4586c67a8eaa4c0fa4370,1,e7db7c40ea6647c808d48581f1308d88,1d8dbc4f32378d715c717c1c1fc57bae,2018-05-10 03:30:41,109.9,47.5,bebes,59.0,235.0,2.0,9400.0,75.0,15.0,50.0,daa9d752a63760207323b45787f44a42,delivered,2018-05-02 23:23:48,2018-05-04 03:31:33,2018-05-04 14:25:00,2018-05-14 21:40:55,2018-05-29,12.0,241a94d85bf8b481f76dc27eca67d320,24130,niteroi,RJ,Active
178a25841b0490cf789963c9a98cac1e,1,75d7ef43c821730d335b779416ef824e,c013e57c075a06e5b5c48ee03c525719,2018-05-21 04:30:50,42.99,19.32,pet_shop,60.0,776.0,3.0,800.0,50.0,5.0,50.0,65efe371830251eb82424c62661f1ffa,delivered,2018-05-12 13:41:48,2018-05-15 04:35:11,2018-05-15 14:51:00,2018-05-23 14:36:44,2018-06-06,11.0,04a132a0625884998769f2855a3a57af,88063,florianopolis,SC,Active
86dfa937c43f021fdd93264d20c8537b,1,516a7c0b152777ac153b6ff568582222,a1544b9ea0b2390e020537d4daa89049,2017-09-14 05:04:13,49.9,15.1,fashion_bolsas_e_acessorios,39.0,565.0,3.0,100.0,17.0,7.0,17.0,28f3fc31aefbcec77fb558bfc2f91e61,delivered,2017-09-07 18:04:41,2017-09-09 05:04:13,2017-09-11 16:56:00,2017-09-21 14:50:35,2017-10-13,14.0,111c2314ec13d3392af1fc5fd7e8786c,88215,bombinhas,SC,Active
53f3cb0dcdecd62675e235186f24adcf,1,a3c485c1ba93a314a9606492aeb0072c,d71d863e5ef30d94e440c11be17dcd8f,2017-11-23 19:46:19,129.0,31.21,climatizacao,39.0,401.0,1.0,5075.0,51.0,43.0,46.0,723ced66722a0ab2c90a51bae00c7c96,delivered,2017-11-19 19:33:09,2017-11-19 19:46:19,2017-11-30 15:45:22,2017-12-15 22:34:17,2017-12-01,26.0,83547ceb165bc4e20943f2a9d6f231d7,4170,sao paulo,SP,Active
e93e73ed1cca61b5ac973e9cf1e8b2de,1,5d847bc4fc80feb2b197cde103963ca5,ea8482cd71df3c1969d7b9473ff13abc,2018-02-22 06:50:50,27.99,7.78,telefonia,58.0,776.0,6.0,200.0,17.0,4.0,12.0,562cc394f31d218035fccb7d2aa8d0dd,delivered,2018-02-15 00:30:30,2018-02-16 07:50:50,2018-02-21 20:39:02,2018-02-22 20:54:08,2018-03-02,8.0,2b67c0451900431bdf0e64019be7bf05,9540,sao caetano do sul,SP,Active
